,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ga,V,Ti,Zr,Bi,Pb,Li,B,Sc,Be,S_A_Temp,Ageing_Temp,Ageing_Time,Air,Furnace,Water,6% Work Hardening,7% Work Hardening,Compression,Cryrolling,HT Work Hardening,Rolling,Stretch,Work Hardening Level 1,Work Hardening Level 2,Work Hardening Level 4,Work Hardening Level 6,Work Hardening Level 8,Work hardening,none_strain,Artificial,Natural,Overageing,none_age,Partial Annealed,Stablized,none_treat,Drawn,Extruded,Forged,Rolled,Thixoformed,unspecified_man,Tube,Wire,Sheet,Bar,unspecified_prod,Plate,Foil,Rod,Die Forging,Ring,Forging,Ingot,Fin Stock,UTS,YTS,ELONGATION
227,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,130.0,1000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,505.0,418.0,13.0
228,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,175.0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,505.0,417.0,10.0
229,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,160.0,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,502.0,403.0,10.0
230,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,455.0,400.0,5.0
231,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,455.0,400.0,5.0
232,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,455.0,400.0,5.0
233,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,457.0,398.0,5.0
234,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,260.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,454.0,396.0,9.0
235,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,445.0,385.0,5.0
236,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,440.0,385.0,4.0
237,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,475.0,363.0,10.0
238,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,475.0,360.0,10.0
239,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,440.0,345.0,5.0
240,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,438.0,345.0,5.0
241,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,425.0,345.0,5.0
242,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,455.0,340.0,9.5
243,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,470.0,325.0,20.0
244,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,469.0,324.0,19.0
245,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,448.0,319.0,10.0
246,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,448.0,319.0,10.0
247,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,461.0,318.0,15.6
248,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,415.0,315.0,5.0
249,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,415.0,315.0,5.0
250,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,450.0,310.0,8.9
251,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,425.0,310.0,10.0
252,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,455.0,308.0,17.8
253,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,440.0,290.0,16.0
254,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,419.0,284.0,10.0
255,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,440.0,275.0,13.0
256,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,425.0,275.0,10.0
257,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,560.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,425.0,275.0,10.0
258,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,415.0,260.0,8.0
259,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,395.0,260.0,10.0
260,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,413.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,240.0,130.0,12.0
261,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,413.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220.0,105.0,
262,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,413.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,220.0,95.0,12.0
263,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,413.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,203.0,85.0,16.0
264,0.1,0.2,4.2,0.91,1.4,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,25.0,300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,510.0,259.0,16.1
265,0.1,0.2,4.2,0.91,1.4,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,25.0,300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,462.0,237.0,19.3
266,0.1,0.2,4.2,0.91,1.4,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,25.0,300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,391.0,209.0,25.8
267,0.29,0.42,4.2,0.63,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,100.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,578.0,414.0,15.8
268,0.29,0.42,4.2,0.63,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,25.0,72.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,552.0,385.0,11.8
269,0.29,0.42,4.2,0.63,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,393.0,185.0,18.5
270,0.3,0.4,4.4,0.6,1.6,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,377.0,257.0,15.1
271,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,413.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,120.0,25.0
272,0.2,0.5,4.1,0.6,1.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,100.0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,609.0,421.0,20.0
273,0.2,0.5,4.1,0.6,1.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,100.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,589.0,410.0,19.0
274,0.2,0.5,4.1,0.6,1.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,532.0,330.0,28.0
275,0.2,0.5,4.1,0.6,1.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,100.0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,528.0,329.0,24.0
276,0.3,0.4,4.37,0.6,1.29,0.05,0.0,0.075,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,190.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,525.0,450.0,16.0
277,0.3,0.4,4.37,0.6,1.29,0.05,0.0,0.075,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,290.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,350.0,220.0,20.0
278,0.51,0.53,4.23,0.65,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,400.0,,11.0
279,0.51,0.49,3.95,0.96,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,380.0,,7.0
280,0.51,0.75,4.07,0.67,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,370.0,,6.0
281,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,378.0,256.0,20.4
282,0.51,0.53,4.23,0.65,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,168.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,420.0,255.0,12.0
283,0.51,0.53,4.23,0.65,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,160.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,250.0,
284,0.51,0.49,3.95,0.96,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,495.0,25.0,168.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,370.0,250.0,6.0
285,0.51,0.75,4.07,0.67,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,495.0,25.0,168.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,360.0,250.0,5.0
286,0.51,0.49,3.95,0.96,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,495.0,160.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,210.0,
287,0.51,0.75,4.07,0.67,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,495.0,160.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,190.0,
288,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,483.0,345.0,17.0
289,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,469.0,324.0,19.0
290,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,480.0,450.0,6.0
291,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,475.0,395.0,10.0
292,0.5,0.5,4.35,0.6,1.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,470.0,325.0,20.0
293,0.07,0.07,3.98,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,150.0,177.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595.0,369.0,8.0
294,0.07,0.07,3.98,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,150.0,80.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,527.0,363.0,13.0
295,0.07,0.07,3.98,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,96.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,468.0,360.0,19.5
296,0.07,0.07,3.98,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,150.0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,476.0,357.0,20.5
297,0.07,0.07,3.98,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,150.0,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,496.0,356.0,17.0
298,0.04,0.1,3.49,1.31,2.15,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,190.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,479.0,378.0,7.8
299,0.5,0.5,2.6,0.25,0.45,0.1,0.0,0.25,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,315.0,178.0,22.0
300,0.15,0.2,3.3,0.4,1.5,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,25.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,462.0,414.0,7.0
